1,1,Как красиво!,How beautiful!,"l705,a1131"
2,1,"Плачь, малыш, плачь","Cry, baby, cry","v1145,n1121,v1145"
3,1,очень хорошо,very good,"l401,a1012"
4,1,такой талантливый,so talented,"l402,a1107"
5,1,слишком плохо,too bad,"l403,a1017"
6,1,никогда не критикуй детей,never criticize children,"o1005,v1024,n1116"
7,1,не ассистировать,not to assist,"l202,x01v1026,v1026"
8,1,я знаю это,I know it,"l101,v1074,l108"
9,1,нет денег сегодня,no money today,"l201,n1254,o1003"
10,1,время спать,time to sleep,"n1198,x01v1134,v1134"
11,1,популярные рестораны в Париже,popular restaurants in Paris,"a1075,n1159.0,o1011,n1418"
12,1,онлайн платформа,online platform,"a1071,n1160"
13,1,нет золота,no gold,"l201,n1252"
14,1,такой сильный,so strong,"l402,a1004"
15,1,как романтично,how romantic,"l705,a1114"
16,1,слишком умный,too smart,"l403,a1006"
17,1,очень молодой,very young,"l401,a1007"
18,1,супер богатый,super rich,"l404,a1008"
19,1,такой медленный сегодня,so slow today,"l402,a1009,o1003"
20,1,как уродливо,how ugly,"l705,a1052"
21,1,слишком странно,too strange,"l403,a1088"
22,1,очень горячо,very hot,"l401,a1013"
23,1,супер белый снег,super white snow,"l404,a1027,n1253"
24,1,у меня есть пять минут,I have five minutes,"l101,v1064,a1166,n1345.0"
25,1,им нужно время,they need time,"l106,v1158,n1198"
26,1,как мотивировать студентов,how to motivate students,"l705,x01v1030,v1030,n1406.0"
27,1,скажи это сейчас,say it now,"v1139,l108,o1002"
28,1,не любить,not to love,"l202,x01v1031,v1031"
29,1,нет региона,no region,"l201,n1161"
30,1,нет документов,no documents,"l201,n1455.0"
31,1,дешёвые отели,cheap hotels,"a2001,n1163.0"
32,1,ночной клуб,night club,"n1337,n1164"
33,1,не здесь,not here,"l202,o1007"
34,1,Как вульгарно!,How vulgar!,"l705,a1032"
35,1,очень холодно,very cold,"l401,a1015"
36,1,такой тактичный,so tactful,"l402,a1059"
37,1,слишком примитивно дизайн,too primitive design,"l403,a1113,n1205"
38,1,супер наивный,super naive,"l404,a1140"
39,1,курить сигареты,to smoke cigarettes,"x01v1113,v1113,n1404.0"
40,1,я помогаю пациентам,I help patients,"l101,v1033,n1086.0"
41,1,читать книги,to read books,"x01v1114,v1114,n1045.0"
42,1,верить,to believe,"x01v1035,v1035"
43,1,Скучаю по тебе..,Miss you..,"v1036,l102"
44,1,частный колледж,private college,"a1138,n1165"
45,1,радио станции,radio stations,"n1191,n1166.0"
46,1,большой балкон,big balcony,"a1020,n1167"
47,1,нет вулкана,no volcano,"l201,n1168"
48,1,моральные принципы,moral principles,"a1090,n1362.0"
49,1,очень чисто,very clean,"l401,a1019"
50,1,слишком холодно,too cold,"l403,a1015"
51,1,так быстро,so fast,"l402,a1021"
52,1,как амбициозно,how ambitious,"l705,a1037"
53,1,не сладкий,not sweet,"l202,a1023"
54,1,я хочу поцеловать тебя,I want to kiss you,"l101,v1032,x01v1037,v1037,l102"
55,1,разговаривать по-китайски,to speak Chinese,"x01v1141,v1141,a1152"
56,1,они всегда путешествуют,they always travel,"l106,o1001,v1146"
57,1,"повтори, пожалуйста","repeat, please","v1106,o1016"
58,1,не тянуть,not to pull,"l202,x01v1041,v1041"
59,1,нет бара,no bar,"l201,n1170"
60,1,нет дома,no house,"l201,n1171"
61,1,новый кинотеатр,new cinema,"a1029,n1172"
62,1,не интересно,not interesting,"l202,a1057"
63,1,не креативный,not creative,"l202,a1102"
64,1,супер харизматичный,super charismatic,"l404,a1110"
65,1,как далеко,how far,"l705,a1026"
66,1,такой агрессивный,so agressive,"l402,a1101"
67,1,очень стильный,very stylish,"l401,a1061"
68,1,не голоднен сейчас,not hungry now,"l202,a1040,o1002"
69,1,покажи мне любовь,show me love,"v1042,l1101,n1224"
70,1,трогать,to touch,"x01v1045,v1045"
71,1,Можешь ли ты передай это?,Can you pass it?,"v1163,l102,v1043,l108"
72,1,"плыви туда, малыш","swim there, baby","v1137,o1010,n1121"
73,1,отправить (СМС),to text,"x01v1046,v1046"
74,1,нет площади,no square,"l201,n1173"
75,1,не комфортабельно,not comfortable,"l202,a1069"
76,1,офисное строение,office building,"n1147,n1174"
77,1,Реальный мир,Real world,"a1035,n1175"
78,1,нет реки,no river,"l201,n1176"
79,1,такой черный,so black,"l402,a1030"
80,1,очень брутальный,very brutal,"l401,a1060"
81,1,такой молодой,so young,"l402,a1007"
82,1,слишком скептичный,too skeptical,"l403,a1118"
83,1,как шикарно,how chic,"l705,a1034"
84,1,так благодарен,so thankful,"l402,a1129"
85,1,супер богатые,super rich,"l404,a1008"
86,1,такой амбициозный,so ambitious,"l402,a1037"
87,1,Очень счастлив видеть вас!,Very happy to see you!,"l401,a1038,x01v1070,v1070,l107"
88,1,слишком глупая,too stupid,"l403,a1039"
89,1,"Можешь ли ты остановиться, пожалуйста?","Can you stop, please?","v1163,l102,v1047,o1016"
90,1,как оптимизировать,how to optimize,"l705,x01v1087,v1087"
91,1,не звонить,not to call,"l202,x01v1049,v1049"
92,1,распечатай фотографии,print photos,"v1050,n1015.0"
93,1,Я хочу практиковать французский,I want to practice French,"l101,v1032,x01v1083,v1083,a1156"
94,1,нет улицы,no street,"l201,n1177"
95,1,не завтрак,not breakfast,"l202,n1255"
96,1,цветочный магазин,flower shop,"n1051,n1178"
97,1,свободная комната,free room,"a2131,n1179"
98,1,нет пассажиров,no passengers,"l201,n1085.0"
99,1,как талантлив,how talented,"l705,a1107"
100,1,очень скандальная сцена,very scandalous scene,"l401,a1115,n1089"
201,2,очень хорошие примеры,very good examples,"l401,a1012,n2211.0"
202,2,регулярные упражнения,regular exercises,"a1087,n2212.0"
203,2,нет крови,no blood,"l201,n2203"
204,2,так болезненно,so painful,"l402,a2098"
205,2,как точно,how exact,"l705,a2097"
206,2,слишком жутко,too awful,"l403,a2099"
207,2,очень скучный фильм,very boring movie,"l401,a2100,n2309"
208,2,супер любопытный мальчик,super curious boy,"l404,a2101,n1402"
209,2,так удобно,so convenient,"l402,a2113"
210,2,как честно,how honest,"l705,a2095"
211,2,слишком разные,too different,"l403,a2071"
212,2,очень ревнивый,very jealous,"l401,a2080"
213,2,супер современный город,super modern city,"l404,a2084,n1181"
214,2,спрячь деньги сейчас,hide money now,"v2013,n1254,o1002"
215,2,я хочу стать известной,I want to become famous,"l101,v1032,x01v2014,v2014,a2073"
216,2,как стрелять,how to shoot,"l705,x01v2015,v2015"
217,2,"прости меня, дядя","forgive me, uncle","v2016,l1101,n2086"
218,2,не получить,not to get,"l202,x01v2017,v2017"
219,2,нет оправдания,no excuse,"l201,n2213"
220,2,нет корректного ответа,no correct answer,"l201,a1082,n2214"
221,2,специальные предложения,special offers,"a1077,n2215.0"
222,2,официальное событие,official event,"a1080,n2216"
223,2,не здесь,not here,"l202,o1007"
224,2,как ужасно,how terrible,"l705,a2091"
225,2,очень вредные напитки,very harmful drinks,"l401,a2124,n1143.0"
226,2,такие завистливые,so jealous,"l402,a2081"
227,2,слишком запутан,too confused,"l403,a2121"
228,2,супер внимательный мужчина,super attentive man,"l404,a2117,n1120"
229,2,как выбрать,how to choose,"l705,x01v2020,v2020"
230,2,Можешь ли ты поймать?,Can you catch?,"v1163,l102,v2171"
231,2,Как забыть?,How to forget?,"l705,x01v2021,v2021"
232,2,как зарабатывать деньги,how to earn money,"l705,x01v2121,v2121,n1254"
233,2,мы обмениваемся информацией,we exchange information,"l105,v2123,n1240"
234,2,у тебя есть плохие привычки,you have bad habits,"l102,v1064,a1017,n2217.0"
235,2,глубокие шрамы,deep scars,"a2020,n2218.0"
236,2,им нужно победить сегодня,they need to win today,"l106,v1158,x01v2034,v2034,o1003"
237,2,нет урока завтра,no lesson tomorrow,"l201,n2220,o1004"
238,2,у них есть правила,they have rules,"l106,v1064,n2221.0"
239,2,слишком преданный,too loyal,"l403,a2038"
240,2,очень удобно,very convenient,"l401,a2113"
241,2,так дорого,so expensive,"l402,a2114"
242,2,как знакомо,how familiar,"l705,a2120"
243,2,уверенный в себе человек,confident person,"a2116,n2087"
244,2,как принести это,how to bring it,"l705,x01v2023,v2023,l108"
245,2,они рвут фотографии,they tear photos,"l106,v2024,n1015.0"
246,2,вам нужно повесить это,you need to hang it,"l107,v1158,x01v2035,v2035,l108"
247,2,ты пахнешь мило,you smell nice,"l102,v2058,a2031"
248,2,не рисовать,not to draw,"l202,x01v2027,v2027"
249,2,нет продажи,no sale,"l201,n2222"
250,2,нет полезных навыков,no useful skills,"l201,a2085,n2223.0"
251,2,ленивое настроение,lazy mood,"a2014,n2224"
252,2,я ненавижу лук,I hate onion,"l101,v2073,n2155"
253,2,такой внимательный,so attentive,"l402,a2117"
254,2,супер опасно,super dangerous,"l404,a2118"
255,2,очень конкретный,very specific,"l401,a2119"
256,2,так знакомо,so familiar,"l402,a2120"
257,2,очень запутан,very confused,"l401,a2121"
258,2,не вкусно сегодня,not tasty today,"l202,a2033,o1003"
259,2,ты всегда смущаешь меня,you always embarrass me,"l102,o1001,v2092,l1101"
260,2,делать больно животным,to hurt animals,"x01v2031,v2031,n1124.0"
261,2,Можешь ли ты доказать это?,Can you prove it?,"v1163,l102,v2050,l108"
262,2,"своруй это, мужик","steal it, man","v2097,l108,n1120"
263,2,мне нужно посчитать это,I need to count it,"l101,v1158,x01v2132,v2132,l108"
264,2,нет карманов,no pockets,"l201,n2016.0"
265,2,не праздники,not holidays,"l202,n2229.0"
266,2,красивое свидание,beautiful date,"a1131,n2226"
267,2,23 песни,twenty three songs,"a1187,n2227.0"
268,2,нет офисной работы,no office job,"l201,n1147,n2228"
269,2,так разумно,so intelligent,"l402,a2123"
270,2,очень вредные привычки,very harmful habits,"l401,a2124,n2217.0"
271,2,так посредственно,so mediocre,"l402,a2125"
272,2,слишком тяжелая сумка,too heavy bag,"l403,a2051,n1043"
273,2,как мягко,how soft,"l705,a2068"
274,2,не холостой,not single,"l202,a2127"
275,2,супер взволнован,super excited,"l404,a2074"
276,2,такой нежный,so gentle,"l402,a2055"
277,2,очень дешевый отель,very cheap hotel,"l401,a2001,n1163"
278,2,слишком маленькая футболка,too small t-shirt,"l403,a2002,n2009"
279,2,"Можешь ли ты зарядить это, пожалуйста?","Can you charge it, please?","v1163,l102,v2129,l108,o1016"
280,2,как заставить тебя,how to make you,"l705,x01v2036,v2036,l102"
281,2,не бронировать,not to book,"l202,x01v2128,v2128"
282,2,держи меня сейчас,hold me now,"v2002,l1101,o1002"
283,2,"Повесь все футболки, пожалуйста!","Hang all t-shirts, please!","v2035,l508,n2009.0,o1016"
284,2,нет праздника праздников,no holiday holidays,"l201,n2229,n2229.0"
285,2,не говядина,not beef,"l202,n2121"
286,2,серьезная ошибка,serious mistake,"a1089,n2230"
287,2,публичное обещание,public promise,"a1079,n2231"
288,2,нет финальной речи,no final speech,"l201,a1096,n2232"
289,2,как близко,how close,"l705,a2004"
290,2,очень пьяная женщина,very drunk woman,"l401,a2003,n1111"
391,3,очень скользкий пол,very slippery floor,"l401,a3007,n2297"
392,3,такой тупой,so dumb,"l402,a3008"
393,3,слишком грубо,too rude,"l403,a3009"
394,3,я предпочитаю работать один,I prefer to work alone,"l101,v3159,x01v1109,v1109,a2087"
395,3,я хочу стать уверенным в себе,I want to become confident,"l101,v1032,x01v2014,v2014,a2116"
396,3,как пристегнуть,how to fasten,"l705,x01v3162,v3162"
397,3,они хотят уговорить меня,they want to persuade me,"l106,v1032,x01v3082,v3082,l1101"
398,3,не предотвратить,not to prevent,"l202,x01v3163,v3163"
399,3,нет формальной подготовки,no formal preparation,"l201,a1093,n3163"
400,3,нет ясного определения,no clear definition,"l201,a2047,n3164"
401,3,огромные лужи,huge puddles,"a2039,n3037.0"
402,3,совершенное состояние,perfect condition,"a2089,n3253"
403,3,не впечатлён,not impressed,"l202,a3102"
404,3,как откровенно,how frank,"l705,a3010"
405,3,очень грубая поверхность,very rough surface,"l401,a3011,n3121"
406,3,пугающие звуки,scary sounds,"a3012,n2277.0"
407,3,слишком мерзко,too nasty,"l403,a3013"
408,3,супер длинные рукава,super long sleeves,"l404,a1011,n3069.0"
409,3,как отменить,how to cancel,"l705,x01v3164,v3164"
410,3,Можешь ли ты произнести это?,Can you pronounce it?,"v1163,l102,v3169,l108"
411,3,как развивать уверенность,how to develop confidence,"l705,x01v3166,v3166,n3170"
412,3,мне нужна полная защита,I need full protection,"l101,v1158,a3050,n3165"
413,3,мы празднуем дни рождения,we celebrate birthdays,"l105,v3168,n1299.0"
414,3,у тебя есть крутые фишки,you have cool features,"l102,v1064,a1044,n3197.0"
415,3,Тупые хулиганы!,Dumb bullies!,"a3008,n3078.0"
416,3,им нужно получить оборудование,they need to get equipment,"l106,v1158,x01v2017,v2017,n3167"
417,3,нет нижнего белья,no underwear,"l201,n3168"
418,3,"Внимание, пожалуйста!","Attention, please!","n3169,o1016"
419,3,нам нужны толстые одеяла,we need thick blankets,"l105,v1158,a3015,n3035.0"
420,3,очень ярко,very bright,"l401,a3016"
421,3,такой жадный,so greedy,"l402,a3017"
422,3,как отстойно,how lame,"l705,a3020"
423,3,глупенький человек,silly person,"a3019,n2087"
424,3,как отказаться от этого,how to refuse it,"l705,x01v3034,v3034,l108"
425,3,ты всегда преувеличивают,you always exaggerate,"l102,o1001,v3170"
426,3,я испытываю боль,I experience pain,"l101,v3171,n3154"
427,3,Можешь ли ты прикрыть меня?,Can you cover me?,"v1163,l102,v3057,l1101"
428,3,не посвящать,not to dedicate,"l202,x01v3173,v3173"
429,3,ключевая важность,key importance,"n2022,n3171"
430,3,нет пота - нет прогресса,"no sweat, no progress","l201,n3172,l201,n1211"
431,3,полная уверенность,full confidence,"a3050,n3170"
432,3,Я ненавижу тараканов!,I hate cockroaches!,"l101,v2073,n3098.0"
433,3,такой дикий,so wild,"l402,a3021"
434,3,супер острый (пряный),super spicy,"l404,a3022"
435,3,как волнующе,how exciting,"l705,a3054"
436,3,такой отчаянный,so desperate,"l402,a3062"
437,3,очень уязвимая,very vulnerable,"l401,a3072"
438,3,не глухой,not deaf,"l202,a3026"
439,3,ты всегда льстишь мне,you always flatter me,"l102,o1001,v3077,l1101"
440,3,как доставить заказы,how to deliver orders,"l705,x01v3175,v3175,n2239.0"
441,3,Можешь ли ты подтвердить это?,Can you confirm it?,"v1163,l102,v3176,l108"
442,3,Могут ли они выжить там?,Can they survive there?,"v1163,l106,v3088,o1008"
443,3,тебе нужно догадаться,you need to guess,"l102,v1158,x01v3178,v3178"
444,3,нет мероприятия сегодня,no event today,"l201,n3180,o1003"
445,3,вам нужно эмоциональное спокойствие,you need emotional calm,"l107,v1158,a1108,n3174"
446,3,мы обожаем опасные приключения,we adore dangerous adventures,"l105,v3053,a2118,n3181.0"
447,3,огромные препятствия,huge obstacles,"a2039,n3182.0"
448,3,нет возможности сейчас,no opportunity now,"l201,n3183,o1002"
449,3,такой строгий,so strict,"l402,a3027"
450,3,очень широкая дорога,very wide road,"l401,a3028,n2146"
451,3,такой крупный,so large,"l402,a3029"
452,3,слишком трудно объяснить,too hard to explain,"l403,a2024,x01v3016,v3016"
453,3,очень кудрявые волосы,very curly hair,"l401,a3032,n1199"
454,3,несвежие печеньки,stale cookies,"a3033,n2138.0"
455,3,очень вредный охранник,very mean guard,"l401,a3034,n2106"
456,3,такие озабоченные,so horny,"l402,a3035"
457,3,очень узкие улицы,very narrow streets,"l401,a3036,n1177.0"
458,3,я ненавижу пушистых собак,I hate fluffy dogs,"l101,v2073,a3037,n1127.0"
459,3,нам нужно объединить граждан,we need to unite citizens,"l105,v1158,x01v3066,v3066,n2090.0"
460,3,никогда не глотай кости,never swallow bones,"o1005,v3093,n2079.0"
461,3,не улучшать,not to improve,"l202,x01v3181,v3181"
462,3,Можешь ли ты произнести по буквам это?,Can you spell it?,"v1163,l102,v3182,l108"
463,3,они всегда дразнят собак,they always tease dogs,"l106,o1001,v3106,n1127.0"
464,3,нет научной статьи,no science article,"l201,n3128,n3184"
465,3,но я люблю жару,but I love heat,"l1604,l101,v1031,n3175"
466,3,"Мудрое решение, мужик!","Wise decision, man!","a2007,n3218,n1120"
467,3,нелепый приказ,ridiculous order,"a3065,n3186"
468,3,нет грубого отношения,no rude attitude,"l201,a3009,n3187"
469,3,такой озорной,so naughty,"l402,a3038"
470,3,очень худые руки (от плеча),very thin arms,"l401,a3003,n2056.0"
