,,,,
1,1,нет худи,no hoodie,"l201,n1035"
2,1,нет свитера,no sweater,"l201,n1036"
3,1,нет сливочного масла,no butter,"l201,n1249"
4,1,нет льда,no ice,"l201,n1250"
5,1,нет масок,no masks,"l201,n1037.0"
6,1,не свежий,not fresh,"l202,a1016"
7,1,не плохо,not bad,"l202,a1017"
8,1,не больной,not sick,"l202,a1018"
9,1,не чистый,not clean,"l202,a1019"
10,1,не критично,not critical,"l202,a1103"
11,1,ты всегда критикуешь мужчин,you always criticize men,"l102,o1001,v1024,n1120.0"
12,1,преврати в руины это,ruin it,"v1025,l108"
13,1,мы ассистируем вам,we assist you,"l105,v1026,l107"
14,1,Благодарю вас!,Thank you!,"v1034,l107"
15,1,организуй это,organize it,"v1096,l108"
16,1,нет показа,no show,"l201,n1394"
17,1,нет таблеток,no tablets,"l201,n1038.0"
18,1,нет хлеба,no bread,"l201,n1251"
19,1,нет синего матраса,no blue mattress,"l201,a1028,n1039"
20,1,не золото,not gold,"l202,n1252"
21,1,нет пауков,no spiders,"l201,n1125.0"
22,1,сладкий торт,sweet cake,"a1023,n1144"
23,1,красивые цветы,beautiful flowers,"a1131,n1051.0"
24,1,нет интуиции,no intuition,"l201,n1278"
25,1,нет сумки,no bag,"l201,n1043"
26,1,он может спросить,he can ask,"l103,v1163,v1040"
27,1,они летают,they fly,"l106,v1135"
28,1,вы летаете,you fly,"l107,v1135"
29,1,это должно сработать,it must work,"l108,v1164,v1109"
30,1,она должна идти,she must go,"l104,v1164,v1151"
31,1,не быстрый,not fast,"l202,a1021"
32,1,не трендовый,not trendy,"l202,a1022"
33,1,не безопасно,not safe,"l202,a1047"
34,1,не амбициозный,not ambitious,"l202,a1037"
35,1,не уродливый,not ugly,"l202,a1052"
36,1,эвакуируируйте людей,evacuate people,"v1029,n1202"
37,1,вы мотивируете меня,you motivate me,"l107,v1030,l1101"
38,1,мы любим пиво,we love beer,"l105,v1031,n1257"
39,1,я хочу это,I want it,"l101,v1032,l108"
40,1,"Помогите мне, пожалуйста!","Help me, please!","v1033,l1101,o1016"
41,1,нет черной двери,no black door,"l201,a1030,n1044"
42,1,большие деньги,big money,"a1020,n1254"
43,1,интересные книги,interesting books,"a1057,n1045.0"
44,1,красивое платье,beautiful dress,"a1131,n1046"
45,1,нет дивана,no sofa,"l201,n1047"
46,1,нет опций,no options,"l201,n1268.0"
47,1,нет экспериментов,no experiments,"l201,n1264.0"
48,1,нет облаков,no clouds,"l201,n1049.0"
49,1,нет самолетов,no planes,"l201,n1060.0"
50,1,нет энергии,no energy,"l201,n1235"
51,1,не далеко,not far,"l202,a1026"
52,1,не белый,not white,"l202,a1027"
53,1,не синий,not blue,"l202,a1028"
54,1,не новый,not new,"l202,a1029"
55,1,не устал,not tired,"l202,a1132"
56,1,импровизируй сейчас,improvise now,"v1162,o1002"
57,1,закончи это,finish it,"v1105,l108"
58,1,скучаю по вам,miss you,"v1036,l107"
59,1,Целуй меня сейчас!,Kiss me now!,"v1037,l1101,o1002"
60,1,я убиваю время,I kill time,"l101,v1038,n1198"
61,1,нет цветов,no flowers,"l201,n1051.0"
62,1,нет часов (наручных),no watch,"l201,n1053"
63,1,нет карандаша,no pencil,"l201,n1054"
64,1,нет стульев,no chairs,"l201,n1055.0"
65,1,нет комфорта,no comfort,"l201,n1236"
66,1,не оригинальный,not original,"l202,a1074"
67,1,нет окон,no windows,"l201,n1056.0"
68,1,не бандиты,not bandits,"l202,n1081.0"
69,1,нет машин,no cars,"l201,n1057.0"
70,1,нет униформы,no uniform,"l201,n1024"
71,1,не фейковый,not fake,"l202,a1036"
72,1,не удивлен,not surprised,"l202,a1135"
73,1,не счастлив,not happy,"l202,a1038"
74,1,не глупый,not stupid,"l202,a1039"
75,1,не голоден сегодня,not hungry today,"l202,a1040,o1003"
76,1,я никогда не шучу,I never joke,"l101,o1005,v1039"
77,1,спроси меня,ask me,"v1040,l1101"
78,1,скажи это сейчас,say it now,"v1139,l108,o1002"
79,1,покажи мне,show me,"v1042,l1101"
80,1,"передайте это, пожалуйста","pass it, please","v1043,l108,o1016"
81,1,нет столов,no tables,"l201,n1059.0"
82,1,нет семьи,no family,"l201,n1117"
83,1,нет самолета,no plane,"l201,n1060"
84,1,нет планшетов,no tablets,"l201,n1052.0"
85,1,нет информации,no information,"l201,n1240"
86,1,нет квартиры,no apartment,"l201,n1149"
87,1,нет платформы,no platform,"l201,n1160"
88,1,нет свободных комнат,no free rooms,"l201,a2131,n1179.0"
89,1,нет бровей,no brows,"l201,n1063.0"
90,1,нет рек,no rivers,"l201,n1176.0"
91,1,популярный стиль,popular style,"a1075,n1382"
92,1,вы всегда паникуете,you always panic,"l107,o1001,v1127"
93,1,она может прочитать,she can read,"l104,v1163,v1114"
94,1,они медитируют,they meditate,"l106,v1125"
95,1,он может инвестировать,he can invest,"l103,v1163,v1128"
96,1,не готов,not ready,"l202,a1041"
97,1,не грустно,not sad,"l202,a1042"
98,1,не легко (о сложности),not easy,"l202,a1043"
99,1,не круто,not cool,"l202,a1044"
100,1,не агрессивный,not agressive,"l202,a1101"
201,2,не смелый,not brave,"l202,a2023"
202,2,я ношу джинсы,I wear jeans,"l101,v2096,n1022"
203,2,нажми на это сейчас,press it now,"v2110,l108,o1002"
204,2,я продвигаю идеи,I promote ideas,"l101,v2062,n1269.0"
205,2,я пытаюсь,I try,"l101,v2108"
206,2,нет церкви,no church,"l201,n2157"
207,2,нет света,no light,"l201,n2160"
208,2,нет спортзала,no gym,"l201,n2154"
209,2,нет игрушки,no toy,"l201,n2028"
210,2,нет дождя,no rain,"l201,n2198"
211,2,нет пилюль,no pills,"l201,n2029.0"
212,2,современное искусство,modern art,"a2084,n2193"
213,2,нет легкого ответа,no easy answer,"l201,a1043,n2214"
214,2,нет причины,no reason,"l201,n2285"
215,2,нет графика,no schedule,"l201,n2290"
216,2,он может карабкаться,he can climb,"l103,v1163,v2119"
217,2,они жарят яйца,they fry eggs,"l106,v2120,n2120.0"
218,2,вы получаете это сегодня,you get it today,"l107,v2017,l108,o1003"
219,2,это может упасть,it can fall,"l108,v1163,v2146"
220,2,она может простить,she can forgive,"l104,v1163,v2016"
221,2,не холостой,not single,"l202,a2127"
222,2,не гладкий,not smooth,"l202,a2025"
223,2,не жесткий,not tough,"l202,a2026"
224,2,не любопытный,not curious,"l202,a2101"
