,,,,
1,1,я могу помочь,I can help,"l101,v1163,v1033"
2,1,ты можешь помочь,you can help,"l102,v1163,v1033"
3,1,он может помочь,he can help,"l103,v1163,v1033"
4,1,она может помочь,she can help,"l104,v1163,v1033"
5,1,вы можете помочь,you can help,"l107,v1163,v1033"
6,1,мы можем помочь,we can help,"l105,v1163,v1033"
7,1,они могут помочь,they can help,"l106,v1163,v1033"
8,1,Готов?,Ready?,a1041
9,1,Двигайся!,Move!,v1054
10,1,Беги!,Run!,v1138
11,1,Я вижу тебя!,I see you!,"l101,v1070,l102"
12,1,потрогай это,touch it,"v1045,l108"
13,1,отправь (СМС) мне,text me,"v1046,l1101"
14,1,"останови это, пожалуйста","stop it, please","v1047,l108,o1016"
15,1,расслабься,relax,v1108
16,1,бесплатная маска,free mask,"a1046,n1037"
17,1,супер безопасно,super safe,"l404,a1047"
18,1,довольный,glad,a1048
19,1,занятые люди,busy people,"a1049,n1202"
20,1,великолепно,great,a1050
21,1,злые демоны,angry demons,"a1001,n1090.0"
22,1,абсолютная гармония,absolute harmony,"a1270,n1108"
23,1,бабушка,grandmother,n1115
24,1,сумасшедшая обезьяна,crazy monkey,"a1002,n1130"
25,1,ночной город,night city,"n1337,n1181"
26,1,сделай это,do it,"v1121,l108"
27,1,я вижу людей,I see people,"l101,v1070,n1202"
28,1,нам нужна помощь,we need help,"l105,v1158,n1262"
29,1,мы любим кофе,we love coffee,"l105,v1031,n1245"
30,1,вы любите кофе,you love coffee,"l107,v1031,n1245"
31,1,позвони мне,call me,"v1049,l1101"
32,1,распечатай фотографии,print photos,"v1050,n1015.0"
33,1,проверь это,check it,"v1051,l108"
34,1,я перевожу (ин.язык),I translate,"l101,v1060"
35,1,сообщи мне,inform me,"v1053,l1101"
36,1,супер тихо,super quiet,"l404,a1051"
37,1,уродливо,ugly,a1052
38,1,правильно,right,a1053
39,1,мертвые люди,dead people,"a1054,n1202"
40,1,жаль,sorry,a1055
41,1,холодные пальцы,cold fingers,"a1015,n1065.0"
42,1,таблетки,tablets,n1038.0
43,1,сердца,hearts,n1067.0
44,1,счастливая улыбка,happy smile,"a1038,n1068"
45,1,новые лица,new faces,"a1029,n1069.0"
46,1,ты путешествуешь,you travel,"l102,v1146"
47,1,я верю вам,I believe you,"l101,v1035,l107"
48,1,они верят вам,they believe you,"l106,v1035,l107"
49,1,вы танцуете,you dance,"l107,v1084"
50,1,ты танцуешь,you dance,"l102,v1084"
51,1,расскажи мне,tell me,"v1069,l1101"
52,1,извини меня,excuse me,"v1055,l1101"
53,1,удиви меня,surprise me,"v1056,l1101"
54,1,свяжись со мной,contact me,"v1057,l1101"
55,1,Помнишь?,Remember?,v1058
56,1,деликатный,delicate,a1086
